name,chineseName,englishName,pinyinName,sku,description,category,unit,requiresPrescription,basePrice,metadata,status
"鹿含草","鹿含草","Lu含cao","lu含cao","TCM-LU-269","鹿含草，中药材","其他中药","克",true,0.04,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""鹿含草"""",""""pricePerGram"""":0.04}}","active"
"辛夷","辛夷","辛夷","辛夷","TCM-ZL-270","辛夷，中药材","其他中药","克",true,0.04174,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""辛夷"""",""""pricePerGram"""":0.04174}}","active"
"骨碎补","骨碎补","骨碎补","骨碎补","TCM-UA-271","骨碎补，中药材","其他中药","克",true,0.042,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""骨碎补"""",""""pricePerGram"""":0.042}}","active"
"山栀子","山栀子","Shan栀zi","shan栀zi","TCM-SH-272","山栀子，中药材","其他中药","克",true,0.042,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""山栀子"""",""""pricePerGram"""":0.042}}","active"
"焦栀子","焦栀子","焦栀zi","焦栀zi","TCM-ZI-273","焦栀子，中药材","其他中药","克",true,0.042,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""焦栀子"""",""""pricePerGram"""":0.042}}","active"
"徐长卿","徐长卿","徐卿","徐卿","TCM-YZ-274","徐长卿，中药材","其他中药","克",true,0.042,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""徐长卿"""",""""pricePerGram"""":0.042}}","active"
"山药","山药","Dioscorea opposita","shanyao","TCM-SH-275","山药，中药材","其他中药","克",true,0.043,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""山药"""",""""pricePerGram"""":0.043}}","active"
"生地小片","生地小片","Di","di","TCM-DI-276","生地小片，中药材","其他中药","克",true,0.043,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""生地小片"""",""""pricePerGram"""":0.043}}","active"
"熟地小片","熟地小片","Di","di","TCM-DI-277","熟地小片，中药材","其他中药","克",true,0.043,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""熟地小片"""",""""pricePerGram"""":0.043}}","active"
"大蓟","大蓟","蓟","蓟","TCM-VH-278","大蓟，中药材","其他中药","克",true,0.044,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""大蓟"""",""""pricePerGram"""":0.044}}","active"
"天冬","天冬","Asparagus cochinchinensis","tiandong","TCM-TI-279","天冬，中药材","其他中药","克",true,0.044,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""天冬"""",""""pricePerGram"""":0.044}}","active"
"五倍子","五倍子","Chinese gallnut","wubeizi","TCM-WU-280","五倍子，中药材","其他中药","克",true,0.044,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""五倍子"""",""""pricePerGram"""":0.044}}","active"
"瓜蒌仁","瓜蒌仁","瓜蒌ren","瓜蒌ren","TCM-RE-281","瓜蒌仁，中药材","其他中药","克",true,0.045,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""瓜蒌仁"""",""""pricePerGram"""":0.045}}","active"
"炙黄芪","炙黄芪","Astragalus membranaceus","huangqi","TCM-HU-282","炙黄芪，中药材","其他中药","克",true,0.045,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""炙黄芪"""",""""pricePerGram"""":0.045}}","active"
"金樱子","金樱子","Jin樱zi","jin樱zi","TCM-JI-283","金樱子，中药材","其他中药","克",true,0.045,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""金樱子"""",""""pricePerGram"""":0.045}}","active"
"没药","没药","Commiphora myrrha","moyao","TCM-MO-284","没药，中药材","其他中药","克",true,0.045,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""没药"""",""""pricePerGram"""":0.045}}","active"
"射干","射干","射gan","射gan","TCM-GA-285","射干，中药材","其他中药","克",true,0.045,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""射干"""",""""pricePerGram"""":0.045}}","active"
"炙首乌","炙首乌","Shouwu","shouwu","TCM-SH-286","炙首乌，中药材","其他中药","克",true,0.045,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""炙首乌"""",""""pricePerGram"""":0.045}}","active"
"吴茱萸","吴茱萸","Wuzhuyu","wuzhuyu","TCM-WU-287","吴茱萸，中药材","其他中药","克",true,0.045,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""吴茱萸"""",""""pricePerGram"""":0.045}}","active"
"郁金","郁金","郁jin","郁jin","TCM-JI-288","郁金，中药材","其他中药","克",true,0.045,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""郁金"""",""""pricePerGram"""":0.045}}","active"
"石菖蒲","石菖蒲","Shi菖蒲","shi菖蒲","TCM-SH-289","石菖蒲，中药材","其他中药","克",true,0.046,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""石菖蒲"""",""""pricePerGram"""":0.046}}","active"
"枸杞子","枸杞子","Lycium barbarum","gouqizi","TCM-GO-290","枸杞子，中药材","其他中药","克",true,0.047,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""枸杞子"""",""""pricePerGram"""":0.047}}","active"
"川牛膝","川牛膝","Chuanniuxi","chuanniuxi","TCM-CH-291","川牛膝，中药材","其他中药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""川牛膝"""",""""pricePerGram"""":0.048}}","active"
"紫丹参","紫丹参","Zidanshen","zidanshen","TCM-ZI-292","紫丹参，中药材","其他中药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""紫丹参"""",""""pricePerGram"""":0.048}}","active"
"杭菊花","杭菊花","杭菊hua","杭菊hua","TCM-HU-293","杭菊花，中药材","其他中药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""杭菊花"""",""""pricePerGram"""":0.048}}","active"
"黄芪","黄芪","Astragalus membranaceus","huangqi","TCM-HU-294","补气健脾，适用于气虚证","补气药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""黄芪"""",""""pricePerGram"""":0.048}}","active"
"秦艽","秦艽","Gentiana macrophylla","qinjiao","TCM-QI-295","秦艽，中药材","其他中药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""秦艽"""",""""pricePerGram"""":0.048}}","active"
"桑白皮","桑白皮","Morus alba","sangbaipi","TCM-SA-296","桑白皮，中药材","其他中药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""桑白皮"""",""""pricePerGram"""":0.048}}","active"
"蜜桑白皮","蜜桑白皮","Morus alba","sangbaipi","TCM-SA-297","蜜桑白皮，中药材","其他中药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""蜜桑白皮"""",""""pricePerGram"""":0.048}}","active"
"薤白","薤白","薤bai","薤bai","TCM-BA-298","薤白，中药材","其他中药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""薤白"""",""""pricePerGram"""":0.048}}","active"
"辛荑花","辛荑花","辛荑hua","辛荑hua","TCM-HU-299","辛荑花，中药材","其他中药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""辛荑花"""",""""pricePerGram"""":0.048}}","active"
"淫羊藿","淫羊藿","淫yang藿","淫yang藿","TCM-YA-300","淫羊藿，中药材","其他中药","克",true,0.048,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""淫羊藿"""",""""pricePerGram"""":0.048}}","active"
"桔梗","桔梗","Platycodon grandiflorum","jiegeng","TCM-JI-301","桔梗，中药材","其他中药","克",true,0.0488,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""桔梗"""",""""pricePerGram"""":0.0488}}","active"
"五味子","五味子","Schisandra chinensis","wuweizi","TCM-WU-302","五味子，中药材","其他中药","克",true,0.049,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""五味子"""",""""pricePerGram"""":0.049}}","active"
"筚茇","筚茇","筚茇","筚茇","TCM-OD-303","筚茇，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""筚茇"""",""""pricePerGram"""":0.05}}","active"
"大黄","大黄","Huang","huang","TCM-HU-304","大黄，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""大黄"""",""""pricePerGram"""":0.05}}","active"
"杜仲","杜仲","杜仲","杜仲","TCM-SI-305","杜仲，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""杜仲"""",""""pricePerGram"""":0.05}}","active"
"佛手","佛手","Buddha hand","foshou","TCM-FO-306","佛手，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""佛手"""",""""pricePerGram"""":0.05}}","active"
"怀牛膝","怀牛膝","怀niuxi","怀niuxi","TCM-NI-307","怀牛膝，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""怀牛膝"""",""""pricePerGram"""":0.05}}","active"
"绞股蓝","绞股蓝","绞股蓝","绞股蓝","TCM-EN-308","绞股蓝，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""绞股蓝"""",""""pricePerGram"""":0.05}}","active"
"腊梅花","腊梅花","腊梅hua","腊梅hua","TCM-HU-309","腊梅花，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""腊梅花"""",""""pricePerGram"""":0.05}}","active"
"乳香","乳香","Boswellia carterii","ruxiang","TCM-RU-310","乳香，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""乳香"""",""""pricePerGram"""":0.05}}","active"
"砂仁","砂仁","砂ren","砂ren","TCM-RE-311","砂仁，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""砂仁"""",""""pricePerGram"""":0.05}}","active"
"五指毛桃","五指毛桃","Ficus hirta","wuzhimoutao","TCM-WU-312","五指毛桃，中药材","其他中药","克",true,0.05,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""五指毛桃"""",""""pricePerGram"""":0.05}}","active"
"百合","百合","Lilium brownii","baihe","TCM-BA-313","百合，中药材","其他中药","克",true,0.051,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""百合"""",""""pricePerGram"""":0.051}}","active"
"紫草茸","紫草茸","Zicaorong","zicaorong","TCM-ZI-314","紫草茸，中药材","其他中药","克",true,0.052,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""紫草茸"""",""""pricePerGram"""":0.052}}","active"
"金果榄","金果榄","Jinguo榄","jinguo榄","TCM-JI-315","金果榄，中药材","其他中药","克",true,0.0525,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""金果榄"""",""""pricePerGram"""":0.0525}}","active"
"茯苓卷","茯苓卷","Fuling卷","fuling卷","TCM-FU-316","茯苓卷，中药材","其他中药","克",true,0.053,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""茯苓卷"""",""""pricePerGram"""":0.053}}","active"
"无花果","无花果","无huaguo","无huaguo","TCM-HU-317","无花果，中药材","其他中药","克",true,0.053,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""无花果"""",""""pricePerGram"""":0.053}}","active"
"茯神","茯神","Fu神","fu神","TCM-FU-318","茯神，中药材","其他中药","克",true,0.054,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""茯神"""",""""pricePerGram"""":0.054}}","active"
"黄芪顶切","黄芪顶切","Huangqi顶切","huangqi顶切","TCM-HU-319","黄芪顶切，中药材","其他中药","克",true,0.054,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""黄芪顶切"""",""""pricePerGram"""":0.054}}","active"
"白前","白前","Bai前","bai前","TCM-BA-320","白前，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""白前"""",""""pricePerGram"""":0.055}}","active"
"虫草花","虫草花","虫caohua","虫caohua","TCM-CA-321","虫草花，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""虫草花"""",""""pricePerGram"""":0.055}}","active"
"丁香","丁香","Clove","dingxiang","TCM-DI-322","丁香，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""丁香"""",""""pricePerGram"""":0.055}}","active"
"煅龙骨","煅龙骨","煅long骨","煅long骨","TCM-LO-323","煅龙骨，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""煅龙骨"""",""""pricePerGram"""":0.055}}","active"
"牛大力","牛大力","Niu力","niu力","TCM-NI-324","牛大力，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""牛大力"""",""""pricePerGram"""":0.055}}","active"
"千层纸","千层纸","千层纸","千层纸","TCM-VK-325","千层纸，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""千层纸"""",""""pricePerGram"""":0.055}}","active"
"五加皮","五加皮","Acanthopanax gracilistylus","wujiapi","TCM-WU-326","五加皮，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""五加皮"""",""""pricePerGram"""":0.055}}","active"
"仙茅","仙茅","Curculigo orchioides","xianmao","TCM-XI-327","仙茅，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""仙茅"""",""""pricePerGram"""":0.055}}","active"
"野菊花","野菊花","Ye菊hua","ye菊hua","TCM-YE-328","野菊花，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""野菊花"""",""""pricePerGram"""":0.055}}","active"
"皂角刺","皂角刺","皂角刺","皂角刺","TCM-WA-329","皂角刺，中药材","其他中药","克",true,0.055,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""皂角刺"""",""""pricePerGram"""":0.055}}","active"
"赤芍","赤芍","赤shao","赤shao","TCM-SH-330","赤芍，中药材","其他中药","克",true,0.0558,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.828Z"""",""""originalData"""":{""""chineseName"""":""""赤芍"""",""""pricePerGram"""":0.0558}}","active"
"百部","百部","百部","百部","TCM-SU-331","百部，中药材","其他中药","克",true,0.056,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""百部"""",""""pricePerGram"""":0.056}}","active"
"炙百部","炙百部","百部","百部","TCM-RS-332","炙百部，中药材","其他中药","克",true,0.056,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""炙百部"""",""""pricePerGram"""":0.056}}","active"
"防风","防风","Saposhnikovia divaricata","fangfeng","TCM-FA-333","防风，中药材","其他中药","克",true,0.056,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""防风"""",""""pricePerGram"""":0.056}}","active"
"炒防风","炒防风","Saposhnikovia divaricata","fangfeng","TCM-FA-334","炒防风，中药材","其他中药","克",true,0.056,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""炒防风"""",""""pricePerGram"""":0.056}}","active"
"桃胶","桃胶","Tao胶","tao胶","TCM-TA-335","桃胶，中药材","其他中药","克",true,0.056,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""桃胶"""",""""pricePerGram"""":0.056}}","active"
"鬼羽箭","鬼羽箭","鬼羽箭","鬼羽箭","TCM-MT-336","鬼羽箭，中药材","其他中药","克",true,0.058,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""鬼羽箭"""",""""pricePerGram"""":0.058}}","active"
"黄精","黄精","Huangjing","huangjing","TCM-HU-337","黄精，中药材","其他中药","克",true,0.058,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""黄精"""",""""pricePerGram"""":0.058}}","active"
"千斤拔","千斤拔","千斤拔","千斤拔","TCM-VU-338","千斤拔，中药材","其他中药","克",true,0.058,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""千斤拔"""",""""pricePerGram"""":0.058}}","active"
"全瓜蒌","全瓜蒌","全瓜蒌","全瓜蒌","TCM-OQ-339","全瓜蒌，中药材","其他中药","克",true,0.058,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""全瓜蒌"""",""""pricePerGram"""":0.058}}","active"
"柴胡","柴胡","Bupleurum chinense","chaihu","TCM-CH-340","柴胡，中药材","其他中药","克",true,0.0585,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""柴胡"""",""""pricePerGram"""":0.0585}}","active"
"黄芩","黄芩","Scutellaria baicalensis","huangqin","TCM-HU-341","黄芩，中药材","其他中药","克",true,0.059,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""黄芩"""",""""pricePerGram"""":0.059}}","active"
"黑灵芝片","黑灵芝片","Hei灵芝","hei灵芝","TCM-HE-342","黑灵芝片，中药材","其他中药","克",true,0.0598,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""黑灵芝片"""",""""pricePerGram"""":0.0598}}","active"
"桂圆","桂圆","桂yuan","桂yuan","TCM-YU-343","桂圆，中药材","其他中药","克",true,0.06,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""桂圆"""",""""pricePerGram"""":0.06}}","active"
"荆芥穗","荆芥穗","荆芥穗","荆芥穗","TCM-OJ-344","荆芥穗，中药材","其他中药","克",true,0.06,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""荆芥穗"""",""""pricePerGram"""":0.06}}","active"
"锁阳","锁阳","锁阳","锁阳","TCM-DX-345","锁阳，中药材","其他中药","克",true,0.06,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""锁阳"""",""""pricePerGram"""":0.06}}","active"
"桃仁","桃仁","Peach kernel","taoren","TCM-TA-346","桃仁，中药材","其他中药","克",true,0.06,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""桃仁"""",""""pricePerGram"""":0.06}}","active"
"旋覆花","旋覆花","旋覆hua","旋覆hua","TCM-HU-347","旋覆花，中药材","其他中药","克",true,0.06,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""旋覆花"""",""""pricePerGram"""":0.06}}","active"
"马勃","马勃","Ma勃","ma勃","TCM-MA-348","马勃，中药材","其他中药","克",true,0.06086,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""马勃"""",""""pricePerGram"""":0.06086}}","active"
"北沙参节","北沙参节","Bei沙shen节","bei沙shen节","TCM-BE-349","北沙参节，中药材","其他中药","克",true,0.062,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""北沙参节"""",""""pricePerGram"""":0.062}}","active"
"橘红","橘红","橘hong","橘hong","TCM-HO-350","橘红，中药材","其他中药","克",true,0.065,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""橘红"""",""""pricePerGram"""":0.065}}","active"
"莲子芯","莲子芯","Lianzi芯","lianzi芯","TCM-LI-351","莲子芯，中药材","其他中药","克",true,0.065,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""莲子芯"""",""""pricePerGram"""":0.065}}","active"
"前胡","前胡","前胡","前胡","TCM-JZ-352","前胡，中药材","其他中药","克",true,0.065,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""前胡"""",""""pricePerGram"""":0.065}}","active"
"徐长卿","徐长卿","徐卿","徐卿","TCM-YZ-353","徐长卿，中药材","其他中药","克",true,0.065,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""徐长卿"""",""""pricePerGram"""":0.065}}","active"
"玉竹","玉竹","玉竹","玉竹","TCM-PV-354","玉竹，中药材","其他中药","克",true,0.065,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""玉竹"""",""""pricePerGram"""":0.065}}","active"
"北沙参","北沙参","Bei沙shen","bei沙shen","TCM-BE-355","北沙参，中药材","其他中药","克",true,0.066,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""北沙参"""",""""pricePerGram"""":0.066}}","active"
"白芍小圆片","白芍小圆片","Baishaoxiaoyuan","baishaoxiaoyuan","TCM-BA-356","白芍小圆片，中药材","其他中药","克",true,0.068,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""白芍小圆片"""",""""pricePerGram"""":0.068}}","active"
"黄柏","黄柏","Huang柏","huang柏","TCM-HU-357","黄柏，中药材","其他中药","克",true,0.068,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""黄柏"""",""""pricePerGram"""":0.068}}","active"
"炒黄柏","炒黄柏","Huang柏","huang柏","TCM-HU-358","炒黄柏，中药材","其他中药","克",true,0.068,"{""""expandedBy"""":""""AI"""",""""expandedAt"""":""""2025-06-12T08:58:12.829Z"""",""""originalData"""":{""""chineseName"""":""""炒黄柏"""",""""pricePerGram"""":0.068}}","active"
